Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.35% of 2.87 seconds

index % time    self  children    called     name
                0.02    2.79  367577/367577      mlx_loop [2]
[1]     97.9    0.02    2.79  367577         render_window [1]
                0.00    2.76  367577/367577      loop_rendering [4]
                0.01    0.01  367577/367577      get_screen_unit_vert_vect [34]
                0.01    0.00  367577/367577      get_up_left [42]
                0.00    0.01  367577/367577      get_screen_unit_hor_vect [44]
                0.00    0.00  367577/367577      get_vec_vertical [54]
                0.00    0.00  367577/367577      get_vec_horizontal [53]
-----------------------------------------------
                                                 <spontaneous>
[2]     97.9    0.00    2.81                 mlx_loop [2]
                0.02    2.79  367577/367577      render_window [1]
                0.00    0.00       1/1           hook_press [119]
-----------------------------------------------
                0.00    2.76  421200/421200      loop_line [5]
[3]     96.1    0.00    2.76  421200         resolve_equation [3]
                0.00    1.91  421200/421200      get_pixel_color [7]
                0.02    0.77  421200/1263600     get_cylinder [6]
                0.01    0.02  421200/1263600     get_plane [19]
                0.01    0.00  421200/421200      img_pixel_put [41]
                0.00    0.01  421200/2106000     fill_list_intersection [27]
                0.00    0.00  421200/1263600     get_sphere [38]
                0.00    0.00  421200/2106000     free_list [35]
                0.00    0.00  421200/2106000     get_rayline_eq [47]
-----------------------------------------------
                0.00    2.76  367577/367577      render_window [1]
[4]     96.1    0.00    2.76  367577         loop_rendering [4]
                0.00    2.76     540/540         loop_line [5]
-----------------------------------------------
                0.00    2.76     540/540         loop_rendering [4]
[5]     96.1    0.00    2.76     540         loop_line [5]
                0.00    2.76  421200/421200      resolve_equation [3]
                0.00    0.00  842400/842400      multp [50]
                0.00    0.00  842400/842400      get_opposite_vector [49]
                0.00    0.00  421200/421200      get_vector [52]
-----------------------------------------------
                0.02    0.77  421200/1263600     resolve_equation [3]
                0.04    1.55  842400/1263600     check_light_shadow [9]
[6]     83.0    0.06    2.32 1263600         get_cylinder [6]
                0.19    1.11 7581600/7581600     get_disc [10]
                0.89    0.00 7581600/7587034     get_quadra_cylinder_equation [11]
                0.05    0.02 7581600/7587034     check_solution [20]
                0.05    0.02 7581600/7587034     solution [21]
                0.00    0.00    9394/2107818     list_add [31]
                0.00    0.00    9394/2107818     new_elem [32]
-----------------------------------------------
                0.00    1.91  421200/421200      resolve_equation [3]
[7]     66.6    0.00    1.91  421200         get_pixel_color [7]
                0.02    1.87  421200/421200      loop_light [8]
                0.01    0.00  421200/421200      ambient_light_quo [39]
                0.01    0.00  421200/421200      create_color [40]
-----------------------------------------------
                0.02    1.87  421200/421200      get_pixel_color [7]
[8]     65.9    0.02    1.87  421200         loop_light [8]
                0.01    1.68  842400/842400      check_light_shadow [9]
                0.00    0.14  842400/842400      check_no_shadow [17]
                0.02    0.00  840704/840704      compute_rgb [33]
                0.01    0.00  840704/2525504     get_rayvec_light [26]
                0.00    0.00  842400/2106000     free_list [35]
                0.00    0.00  840704/33110349     norm_of_vector [16]
-----------------------------------------------
                0.01    1.68  842400/842400      loop_light [8]
[9]     58.9    0.01    1.68  842400         check_light_shadow [9]
                0.04    1.55  842400/1263600     get_cylinder [6]
                0.02    0.04  842400/1263600     get_plane [19]
                0.00    0.01  842400/2106000     fill_list_intersection [27]
                0.01    0.00  842400/2525504     get_rayvec_light [26]
                0.01    0.00  842400/1263600     get_sphere [38]
                0.00    0.00  842400/2106000     get_rayline_eq [47]
-----------------------------------------------
                0.19    1.11 7581600/7581600     get_cylinder [6]
[10]    45.3    0.19    1.11 7581600         get_disc [10]
                0.50    0.20 15163200/15174068     get_quadra_disc_equation [12]
                0.13    0.28 15163200/15174068     solution_disc [13]
                0.00    0.00    3292/2107818     new_elem [32]
                0.00    0.00    3292/2107818     list_add [31]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [45]
                0.89    0.00 7581600/7587034     get_cylinder [6]
[11]    31.0    0.89    0.00 7587034         get_quadra_cylinder_equation [11]
-----------------------------------------------
                0.00    0.00   10868/15174068     get_specific_disc [46]
                0.50    0.20 15163200/15174068     get_disc [10]
[12]    24.5    0.50    0.20 15174068         get_quadra_disc_equation [12]
                0.13    0.07 15174068/15909222     normalize_vector [15]
-----------------------------------------------
                0.00    0.00   10868/15174068     get_specific_disc [46]
                0.13    0.28 15163200/15174068     get_disc [10]
[13]    14.2    0.13    0.28 15174068         solution_disc [13]
                0.18    0.09 15165386/15165386     one_solu_disc [14]
                0.01    0.00 15174068/24861668     init_solution [30]
-----------------------------------------------
                0.18    0.09 15165386/15165386     solution_disc [13]
[14]     9.3    0.18    0.09 15165386         one_solu_disc [14]
                0.05    0.00 11716855/33110349     norm_of_vector [16]
                0.03    0.00 11716855/13947945     create_vector [25]
-----------------------------------------------
                0.00    0.00  367577/15909222     get_screen_unit_hor_vect [44]
                0.00    0.00  367577/15909222     get_screen_unit_vert_vect [34]
                0.13    0.07 15174068/15909222     get_quadra_disc_equation [12]
[15]     7.4    0.14    0.07 15909222         normalize_vector [15]
                0.07    0.00 15909222/33110349     norm_of_vector [16]
-----------------------------------------------
                0.00    0.00  367577/33110349     get_screen_unit_hor_vect [44]
                0.00    0.00  367577/33110349     get_screen_unit_vert_vect [34]
                0.00    0.00  840704/33110349     loop_light [8]
                0.01    0.00 1677324/33110349     in_the_way [43]
                0.01    0.00 2231090/33110349     check_solution [20]
                0.05    0.00 11716855/33110349     one_solu_disc [14]
                0.07    0.00 15909222/33110349     normalize_vector [15]
[16]     5.2    0.15    0.00 33110349         norm_of_vector [16]
-----------------------------------------------
                0.00    0.14  842400/842400      loop_light [8]
[17]     4.8    0.00    0.14  842400         check_no_shadow [17]
                0.04    0.09  842400/842400      intersect_self [18]
                0.01    0.00  842400/2525504     get_rayvec_light [26]
                0.00    0.00    1696/838662      in_the_way [43]
-----------------------------------------------
                0.04    0.09  842400/842400      check_no_shadow [17]
[18]     4.4    0.04    0.09  842400         intersect_self [18]
                0.02    0.04  836966/836966      get_specific_plane [23]
                0.00    0.01  842400/2106000     fill_list_intersection [27]
                0.00    0.01  836966/838662      in_the_way [43]
                0.00    0.00  842400/2106000     free_list [35]
                0.00    0.00    5434/5434        get_specific_cylinder [45]
                0.00    0.00  842400/2106000     get_rayline_eq [47]
-----------------------------------------------
                0.01    0.02  421200/1263600     resolve_equation [3]
                0.02    0.04  842400/1263600     check_light_shadow [9]
[19]     3.0    0.03    0.05 1263600         get_plane [19]
                0.00    0.03 1263600/2100566     solution_plan [24]
                0.01    0.00 1258166/2107818     new_elem [32]
                0.01    0.00 1258166/2107818     list_add [31]
                0.01    0.00 1263600/2100566     get_quadra_plan_equation [36]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [45]
                0.05    0.02 7581600/7587034     get_cylinder [6]
[20]     2.3    0.05    0.02 7587034         check_solution [20]
                0.01    0.00 2231090/33110349     norm_of_vector [16]
                0.01    0.00 2231090/13947945     create_vector [25]
                0.00    0.00     166/166         copy_sol_two_in_one [57]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [45]
                0.05    0.02 7581600/7587034     get_cylinder [6]
[21]     2.3    0.05    0.02 7587034         solution [21]
                0.01    0.00 1327093/1327093     two_solu [37]
                0.01    0.00 7587034/24861668     init_solution [30]
                0.00    0.00   10213/10213       one_solu [55]
-----------------------------------------------
                                                 <spontaneous>
[22]     2.1    0.06    0.00                 _init [22]
-----------------------------------------------
                0.02    0.04  836966/836966      intersect_self [18]
[23]     2.0    0.02    0.04  836966         get_specific_plane [23]
                0.00    0.02  836966/2100566     solution_plan [24]
                0.01    0.00  836966/2107818     new_elem [32]
                0.01    0.00  836966/2107818     list_add [31]
                0.00    0.00  836966/2100566     get_quadra_plan_equation [36]
-----------------------------------------------
                0.00    0.02  836966/2100566     get_specific_plane [23]
                0.00    0.03 1263600/2100566     get_plane [19]
[24]     1.5    0.00    0.04 2100566         solution_plan [24]
                0.04    0.00 2100566/2100566     one_solu_plan [28]
                0.00    0.00 2100566/24861668     init_solution [30]
-----------------------------------------------
                0.01    0.00 2231090/13947945     check_solution [20]
                0.03    0.00 11716855/13947945     one_solu_disc [14]
[25]     1.4    0.04    0.00 13947945         create_vector [25]
-----------------------------------------------
                0.01    0.00  840704/2525504     loop_light [8]
                0.01    0.00  842400/2525504     check_light_shadow [9]
                0.01    0.00  842400/2525504     check_no_shadow [17]
[26]     1.4    0.04    0.00 2525504         get_rayvec_light [26]
-----------------------------------------------
                0.00    0.01  421200/2106000     resolve_equation [3]
                0.00    0.01  842400/2106000     intersect_self [18]
                0.00    0.01  842400/2106000     check_light_shadow [9]
[27]     1.4    0.01    0.03 2106000         fill_list_intersection [27]
                0.03    0.00 2111857/2111857     is_closer [29]
                0.00    0.00 1264276/1264276     fill_disp_point [48]
-----------------------------------------------
                0.04    0.00 2100566/2100566     solution_plan [24]
[28]     1.4    0.04    0.00 2100566         one_solu_plan [28]
-----------------------------------------------
                0.03    0.00 2111857/2111857     fill_list_intersection [27]
[29]     1.0    0.03    0.00 2111857         is_closer [29]
-----------------------------------------------
                0.00    0.00 2100566/24861668     solution_plan [24]
                0.01    0.00 7587034/24861668     solution [21]
                0.01    0.00 15174068/24861668     solution_disc [13]
[30]     0.7    0.02    0.00 24861668         init_solution [30]
-----------------------------------------------
                0.00    0.00    3292/2107818     get_disc [10]
                0.00    0.00    9394/2107818     get_cylinder [6]
                0.01    0.00  836966/2107818     get_specific_plane [23]
                0.01    0.00 1258166/2107818     get_plane [19]
[31]     0.7    0.02    0.00 2107818         list_add [31]
-----------------------------------------------
                0.00    0.00    3292/2107818     get_disc [10]
                0.00    0.00    9394/2107818     get_cylinder [6]
                0.01    0.00  836966/2107818     get_specific_plane [23]
                0.01    0.00 1258166/2107818     get_plane [19]
[32]     0.7    0.02    0.00 2107818         new_elem [32]
-----------------------------------------------
                0.02    0.00  840704/840704      loop_light [8]
[33]     0.7    0.02    0.00  840704         compute_rgb [33]
-----------------------------------------------
                0.01    0.01  367577/367577      render_window [1]
[34]     0.6    0.01    0.01  367577         get_screen_unit_vert_vect [34]
                0.00    0.00  367577/15909222     normalize_vector [15]
                0.00    0.00  367577/33110349     norm_of_vector [16]
-----------------------------------------------
                0.00    0.00  421200/2106000     resolve_equation [3]
                0.00    0.00  842400/2106000     intersect_self [18]
                0.00    0.00  842400/2106000     loop_light [8]
[35]     0.3    0.01    0.00 2106000         free_list [35]
-----------------------------------------------
                0.00    0.00  836966/2100566     get_specific_plane [23]
                0.01    0.00 1263600/2100566     get_plane [19]
[36]     0.3    0.01    0.00 2100566         get_quadra_plan_equation [36]
-----------------------------------------------
                0.01    0.00 1327093/1327093     solution [21]
[37]     0.3    0.01    0.00 1327093         two_solu [37]
                0.00    0.00  426837/426837      copy_solu_two_in_one [51]
-----------------------------------------------
                0.00    0.00  421200/1263600     resolve_equation [3]
                0.01    0.00  842400/1263600     check_light_shadow [9]
[38]     0.3    0.01    0.00 1263600         get_sphere [38]
-----------------------------------------------
                0.01    0.00  421200/421200      get_pixel_color [7]
[39]     0.3    0.01    0.00  421200         ambient_light_quo [39]
-----------------------------------------------
                0.01    0.00  421200/421200      get_pixel_color [7]
[40]     0.3    0.01    0.00  421200         create_color [40]
-----------------------------------------------
                0.01    0.00  421200/421200      resolve_equation [3]
[41]     0.3    0.01    0.00  421200         img_pixel_put [41]
-----------------------------------------------
                0.01    0.00  367577/367577      render_window [1]
[42]     0.3    0.01    0.00  367577         get_up_left [42]
-----------------------------------------------
                0.00    0.00    1696/838662      check_no_shadow [17]
                0.00    0.01  836966/838662      intersect_self [18]
[43]     0.3    0.00    0.01  838662         in_the_way [43]
                0.01    0.00 1677324/33110349     norm_of_vector [16]
-----------------------------------------------
                0.00    0.01  367577/367577      render_window [1]
[44]     0.2    0.00    0.01  367577         get_screen_unit_hor_vect [44]
                0.00    0.00  367577/15909222     normalize_vector [15]
                0.00    0.00  367577/33110349     norm_of_vector [16]
-----------------------------------------------
                0.00    0.00    5434/5434        intersect_self [18]
[45]     0.1    0.00    0.00    5434         get_specific_cylinder [45]
                0.00    0.00    5434/5434        get_specific_disc [46]
                0.00    0.00    5434/7587034     get_quadra_cylinder_equation [11]
                0.00    0.00    5434/7587034     check_solution [20]
                0.00    0.00    5434/7587034     solution [21]
-----------------------------------------------
                0.00    0.00    5434/5434        get_specific_cylinder [45]
[46]     0.0    0.00    0.00    5434         get_specific_disc [46]
                0.00    0.00   10868/15174068     get_quadra_disc_equation [12]
                0.00    0.00   10868/15174068     solution_disc [13]
-----------------------------------------------
                0.00    0.00  421200/2106000     resolve_equation [3]
                0.00    0.00  842400/2106000     intersect_self [18]
                0.00    0.00  842400/2106000     check_light_shadow [9]
[47]     0.0    0.00    0.00 2106000         get_rayline_eq [47]
-----------------------------------------------
                0.00    0.00 1264276/1264276     fill_list_intersection [27]
[48]     0.0    0.00    0.00 1264276         fill_disp_point [48]
-----------------------------------------------
                0.00    0.00  842400/842400      loop_line [5]
[49]     0.0    0.00    0.00  842400         get_opposite_vector [49]
-----------------------------------------------
                0.00    0.00  842400/842400      loop_line [5]
[50]     0.0    0.00    0.00  842400         multp [50]
-----------------------------------------------
                0.00    0.00  426837/426837      two_solu [37]
[51]     0.0    0.00    0.00  426837         copy_solu_two_in_one [51]
-----------------------------------------------
                0.00    0.00  421200/421200      loop_line [5]
[52]     0.0    0.00    0.00  421200         get_vector [52]
-----------------------------------------------
                0.00    0.00  367577/367577      render_window [1]
[53]     0.0    0.00    0.00  367577         get_vec_horizontal [53]
-----------------------------------------------
                0.00    0.00  367577/367577      render_window [1]
[54]     0.0    0.00    0.00  367577         get_vec_vertical [54]
-----------------------------------------------
                0.00    0.00   10213/10213       solution [21]
[55]     0.0    0.00    0.00   10213         one_solu [55]
-----------------------------------------------
                0.00    0.00     884/1878        ft_less_line [69]
                0.00    0.00     994/1878        ft_count_word [68]
[56]     0.0    0.00    0.00    1878         ft_is_space [56]
-----------------------------------------------
                0.00    0.00     166/166         check_solution [20]
[57]     0.0    0.00    0.00     166         copy_sol_two_in_one [57]
-----------------------------------------------
                0.00    0.00       1/113         check_ambient [102]
                0.00    0.00       1/113         fill_ambient_light [109]
                0.00    0.00       2/113         check_light [93]
                0.00    0.00       2/113         fill_light [94]
                0.00    0.00      12/113         convert_to_float_check_value [72]
                0.00    0.00      12/113         fill_cylinder [90]
                0.00    0.00      24/113         loop_check_coord_dir [86]
                0.00    0.00      29/113         loop_check_coord [81]
                0.00    0.00      30/113         convert_to_xyz [80]
[58]     0.0    0.00    0.00     113         convert_to_float [58]
                0.00    0.00     113/113         remove_dot [59]
-----------------------------------------------
                0.00    0.00     113/113         convert_to_float [58]
[59]     0.0    0.00    0.00     113         remove_dot [59]
-----------------------------------------------
                0.00    0.00     110/110         ft_less_line [69]
[60]     0.0    0.00    0.00     110         ft_strndup [60]
-----------------------------------------------
                0.00    0.00      11/110         build_plane [99]
                0.00    0.00      11/110         build_cylinder [97]
                0.00    0.00      11/110         build_sphere [100]
                0.00    0.00      11/110         build_camera [96]
                0.00    0.00      11/110         build_ambient_light [95]
                0.00    0.00      11/110         build_light [98]
                0.00    0.00      44/110         count_obj [91]
[61]     0.0    0.00    0.00     110         match_obj [61]
-----------------------------------------------
                0.00    0.00      24/53          loop_check_coord_dir [86]
                0.00    0.00      29/53          loop_check_coord [81]
[62]     0.0    0.00    0.00      53         brows_line [62]
                0.00    0.00      53/53          check_int_max [63]
-----------------------------------------------
                0.00    0.00      53/53          brows_line [62]
[63]     0.0    0.00    0.00      53         check_int_max [63]
-----------------------------------------------
                0.00    0.00       1/40          create_triple_arr [108]
                0.00    0.00       8/40          convert_to_orientation [84]
                0.00    0.00      10/40          convert_to_rgb [79]
                0.00    0.00      10/40          convert_to_xyz [80]
                0.00    0.00      11/40          free_triple_arr [117]
[64]     0.0    0.00    0.00      40         free_double_arr [64]
-----------------------------------------------
                0.00    0.00      30/30          loop_check_rgb [82]
[65]     0.0    0.00    0.00      30         brows_line [65]
-----------------------------------------------
                0.00    0.00      24/24          convert_to_vect_float [85]
[66]     0.0    0.00    0.00      24         convert_to_float_bis [66]
                0.00    0.00      24/24          remove_dot [67]
-----------------------------------------------
                0.00    0.00      24/24          convert_to_float_bis [66]
[67]     0.0    0.00    0.00      24         remove_dot [67]
-----------------------------------------------
                0.00    0.00      22/22          split_func_condition [70]
[68]     0.0    0.00    0.00      22         ft_count_word [68]
                0.00    0.00     994/1878        ft_is_space [56]
-----------------------------------------------
                0.00    0.00      22/22          split_func_condition [70]
[69]     0.0    0.00    0.00      22         ft_less_line [69]
                0.00    0.00     884/1878        ft_is_space [56]
                0.00    0.00     110/110         ft_strndup [60]
-----------------------------------------------
                0.00    0.00      11/22          check_line [75]
                0.00    0.00      11/22          create_triple_arr [108]
[70]     0.0    0.00    0.00      22         split_func_condition [70]
                0.00    0.00      22/22          ft_count_word [68]
                0.00    0.00      22/22          ft_less_line [69]
-----------------------------------------------
                0.00    0.00      12/12          conditional_sequence [89]
[71]     0.0    0.00    0.00      12         check_float_construction [71]
                0.00    0.00      12/12          loop_on_number [73]
-----------------------------------------------
                0.00    0.00      12/12          conditional_sequence [89]
[72]     0.0    0.00    0.00      12         convert_to_float_check_value [72]
                0.00    0.00      12/113         convert_to_float [58]
-----------------------------------------------
                0.00    0.00      12/12          check_float_construction [71]
[73]     0.0    0.00    0.00      12         loop_on_number [73]
-----------------------------------------------
                0.00    0.00      11/11          check_line [75]
[74]     0.0    0.00    0.00      11         brows_arr_function [74]
                0.00    0.00       6/6           check_cylinder [88]
                0.00    0.00       2/2           check_light [93]
                0.00    0.00       1/1           check_plane [106]
                0.00    0.00       1/1           check_camera [103]
                0.00    0.00       1/1           check_ambient [102]
-----------------------------------------------
                0.00    0.00      11/11          line_nb [122]
[75]     0.0    0.00    0.00      11         check_line [75]
                0.00    0.00      11/22          split_func_condition [70]
                0.00    0.00      11/11          brows_arr_function [74]
                0.00    0.00      11/11          free_split_return_false [76]
-----------------------------------------------
                0.00    0.00      11/11          check_line [75]
[76]     0.0    0.00    0.00      11         free_split_return_false [76]
-----------------------------------------------
                0.00    0.00       1/10          check_camera [103]
                0.00    0.00       1/10          check_plane [106]
                0.00    0.00       2/10          check_light [93]
                0.00    0.00       6/10          conditional_sequence [89]
[77]     0.0    0.00    0.00      10         check_coordinate [77]
                0.00    0.00      10/10          loop_check_coord [81]
-----------------------------------------------
                0.00    0.00       1/10          check_ambient [102]
                0.00    0.00       1/10          check_plane [106]
                0.00    0.00       2/10          check_light [93]
                0.00    0.00       6/10          conditional_sequence [89]
[78]     0.0    0.00    0.00      10         check_rgb [78]
                0.00    0.00      10/10          loop_check_rgb [82]
-----------------------------------------------
                0.00    0.00       1/10          fill_ambient_light [109]
                0.00    0.00       1/10          fill_plane [113]
                0.00    0.00       2/10          fill_light [94]
                0.00    0.00       6/10          fill_cylinder [90]
[79]     0.0    0.00    0.00      10         convert_to_rgb [79]
                0.00    0.00      10/40          free_double_arr [64]
-----------------------------------------------
                0.00    0.00       1/10          fill_camera [110]
                0.00    0.00       1/10          fill_plane [113]
                0.00    0.00       2/10          fill_light [94]
