Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.98     0.00       10     0.00     0.00  check_coordinate
  0.00      1.98     0.00       10     0.00     0.00  check_rgb
  0.00      1.98     0.00       10     0.00     0.00  convert_to_rgb
  0.00      1.98     0.00       10     0.00     0.00  convert_to_xyz
  0.00      1.98     0.00       10     0.00     0.00  loop_check_coord
  0.00      1.98     0.00       10     0.00     0.00  loop_check_rgb
  0.00      1.98     0.00        8     0.00     0.00  check_coordinate_direction
  0.00      1.98     0.00        8     0.00     0.00  convert_to_orientation
  0.00      1.98     0.00        8     0.00     0.00  convert_to_vect_float
  0.00      1.98     0.00        8     0.00     0.00  loop_check_coord_dir
  0.00      1.98     0.00        8     0.00     0.00  normalize_vector
  0.00      1.98     0.00        6     0.00     0.00  attribute_function_letter
  0.00      1.98     0.00        6     0.00     0.00  check_cylinder
  0.00      1.98     0.00        6     0.00     0.00  conditional_sequence
  0.00      1.98     0.00        6     0.00     0.00  fill_cylinder
  0.00      1.98     0.00        6     0.00     0.00  fill_disc_info
  0.00      1.98     0.00        4     0.00     0.00  count_obj
  0.00      1.98     0.00        2     0.00     0.00  check_first_char
  0.00      1.98     0.00        2     0.00     0.00  check_light
  0.00      1.98     0.00        2     0.00     0.00  fill_light
  0.00      1.98     0.00        1     0.00     0.00  build_ambient_light
  0.00      1.98     0.00        1     0.00     0.00  build_camera
  0.00      1.98     0.00        1     0.00     0.00  build_cylinder
  0.00      1.98     0.00        1     0.00     0.00  build_light
  0.00      1.98     0.00        1     0.00     0.00  build_plane
  0.00      1.98     0.00        1     0.00     0.00  build_sphere
  0.00      1.98     0.00        1     0.00     0.00  check_all_elem
  0.00      1.98     0.00        1     0.00     0.00  check_ambient
  0.00      1.98     0.00        1     0.00     0.00  check_camera
  0.00      1.98     0.00        1     0.00     0.00  check_extension
  0.00      1.98     0.00        1     0.00     0.00  check_fov
  0.00      1.98     0.00        1     0.00     0.00  check_plane
  0.00      1.98     0.00        1     0.00     0.00  close_window
  0.00      1.98     0.00        1     0.00     0.00  create_triple_arr
  0.00      1.98     0.00        1     0.00     0.00  fill_ambient_light
  0.00      1.98     0.00        1     0.00     0.00  fill_camera
  0.00      1.98     0.00        1     0.00     0.00  fill_each_struct
  0.00      1.98     0.00        1     0.00     0.00  fill_lines
  0.00      1.98     0.00        1     0.00     0.00  fill_plane
  0.00      1.98     0.00        1     0.00     0.00  fill_structs
  0.00      1.98     0.00        1     0.00     0.00  free_array_function
  0.00      1.98     0.00        1     0.00     0.00  free_objs
  0.00      1.98     0.00        1     0.00     0.00  free_triple_arr
  0.00      1.98     0.00        1     0.00     0.00  get_line_nb_checking_line
  0.00      1.98     0.00        1     0.00     0.00  get_screen_unit_hor_vect
  0.00      1.98     0.00        1     0.00     0.00  get_screen_unit_vert_vect
  0.00      1.98     0.00        1     0.00     0.00  get_up_left
  0.00      1.98     0.00        1     0.00     0.00  get_vec_horizontal
  0.00      1.98     0.00        1     0.00     0.00  get_vec_vertical
  0.00      1.98     0.00        1     0.00     0.00  hook_press
  0.00      1.98     0.00        1     0.00     0.00  init_all_elem
  0.00      1.98     0.00        1     0.00     0.00  init_build_light
  0.00      1.98     0.00        1     0.00     0.00  line_nb
  0.00      1.98     0.00        1     0.00     0.00  loop_attribute_func
  0.00      1.98     0.00        1     0.00     1.96  loop_rendering
  0.00      1.98     0.00        1     0.00     0.00  open_and_store
  0.00      1.98     0.00        1     0.00     0.00  parsing
  0.00      1.98     0.00        1     0.00     0.00  setup_array_function
  0.00      1.98     0.00        1     0.00     0.00  window

			Call graph


granularity: each sample hit covers 4 byte(s) for 0.51% of 1.98 seconds

index % time    self  children    called     name
                0.00    1.96   12379/12379       mlx_loop [2]
[1]     99.0    0.00    1.96   12379         render_window [1]
                0.00    1.96       1/1           loop_rendering [4]
                0.00    0.00       1/1           get_screen_unit_hor_vect [50]
                0.00    0.00       1/1           get_screen_unit_vert_vect [51]
                0.00    0.00       1/1           get_vec_vertical [123]
                0.00    0.00       1/1           get_vec_horizontal [122]
                0.00    0.00       1/1           get_up_left [121]
-----------------------------------------------
                                                 <spontaneous>
[2]     99.0    0.00    1.96                 mlx_loop [2]
                0.00    1.96   12379/12379       render_window [1]
                0.00    0.00       1/1           hook_press [124]
-----------------------------------------------
                0.00    1.96     540/540         loop_rendering [4]
[3]     99.0    0.00    1.96     540         loop_line [3]
                0.04    1.91  421200/421200      resolve_equation [5]
                0.01    0.00  842400/842400      multp [40]
                0.00    0.00  842400/842400      get_opposite_vector [56]
                0.00    0.00  421200/421200      get_vector [60]
-----------------------------------------------
                0.00    1.96       1/1           render_window [1]
[4]     99.0    0.00    1.96       1         loop_rendering [4]
                0.00    1.96     540/540         loop_line [3]
-----------------------------------------------
                0.04    1.91  421200/421200      loop_line [3]
[5]     98.5    0.04    1.91  421200         resolve_equation [5]
                0.00    1.33  421200/421200      get_pixel_color [7]
                0.06    0.46  421200/1263600     get_cylinder [6]
                0.02    0.01  421200/1263600     get_plane [19]
                0.02    0.00  421200/421200      img_pixel_put [33]
                0.00    0.01  421200/2106000     fill_list_intersection [27]
                0.00    0.00  421200/1263600     get_sphere [39]
                0.00    0.00  421200/2106000     get_rayline_eq [38]
                0.00    0.00  421200/2106000     free_list [52]
-----------------------------------------------
                0.06    0.46  421200/1263600     resolve_equation [5]
                0.12    0.91  842400/1263600     check_light_shadow [9]
[6]     78.0    0.18    1.37 1263600         get_cylinder [6]
                0.31    0.45 7581600/7587034     get_disc [10]
                0.08    0.40 7581600/7587034     get_quadra_cylinder_equation [11]
                0.03    0.04 7581600/7587034     solution [21]
                0.04    0.02 7581600/7587034     check_solution [23]
                0.00    0.00   10305/2105905     new_elem [30]
                0.00    0.00   10305/2105905     list_add [53]
-----------------------------------------------
                0.00    1.33  421200/421200      resolve_equation [5]
[7]     67.1    0.00    1.33  421200         get_pixel_color [7]
                0.00    1.33  421200/421200      loop_light [8]
                0.00    0.00  421200/421200      ambient_light_quo [58]
                0.00    0.00  421200/421200      create_color [59]
-----------------------------------------------
                0.00    1.33  421200/421200      get_pixel_color [7]
[8]     67.1    0.00    1.33  421200         loop_light [8]
                0.02    1.13  842400/842400      check_light_shadow [9]
                0.02    0.15  842400/842400      check_no_shadow [15]
                0.01    0.00  840685/840685      compute_rgb [41]
                0.00    0.00  840685/15624762     norm_of_vector [20]
                0.00    0.00  840685/2525485     get_rayvec_light [37]
                0.00    0.00  842400/2106000     free_list [52]
-----------------------------------------------
                0.02    1.13  842400/842400      loop_light [8]
[9]     57.8    0.02    1.13  842400         check_light_shadow [9]
                0.12    0.91  842400/1263600     get_cylinder [6]
                0.04    0.02  842400/1263600     get_plane [19]
                0.00    0.01  842400/2106000     fill_list_intersection [27]
                0.01    0.00  842400/1263600     get_sphere [39]
                0.00    0.00  842400/2106000     get_rayline_eq [38]
                0.00    0.00  842400/2525485     get_rayvec_light [37]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [42]
                0.31    0.45 7581600/7587034     get_cylinder [6]
[10]    38.4    0.31    0.45 7587034         get_disc [10]
                0.10    0.24 15174068/15174068     solution_disc [12]
                0.11    0.00 15174068/15174068     get_quadra_disc_equation [17]
                0.00    0.00     468/2105905     new_elem [30]
                0.00    0.00     468/2105905     list_add [53]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [42]
                0.08    0.40 7581600/7587034     get_cylinder [6]
[11]    24.2    0.08    0.40 7587034         get_quadra_cylinder_equation [11]
                0.18    0.00 7587034/7587034     get_quadra_c [14]
                0.11    0.00 7587034/7587034     get_quadra_b [18]
                0.06    0.00 7587034/7587034     fill_cy_eq_ray [22]
                0.05    0.00 7587034/7587034     get_quadra_a [24]
-----------------------------------------------
                0.10    0.24 15174068/15174068     get_disc [10]
[12]    17.2    0.10    0.24 15174068         solution_disc [12]
                0.14    0.08 15165074/15165074     one_solu_disc [13]
                0.02    0.00 15174068/24861668     init_solution [28]
-----------------------------------------------
                0.14    0.08 15165074/15165074     solution_disc [12]
[13]    11.2    0.14    0.08 15165074         one_solu_disc [13]
                0.05    0.00 10874704/15624762     norm_of_vector [20]
                0.03    0.00 10874704/13106705     create_vector [26]
-----------------------------------------------
                0.18    0.00 7587034/7587034     get_quadra_cylinder_equation [11]
[14]     9.1    0.18    0.00 7587034         get_quadra_c [14]
-----------------------------------------------
                0.02    0.15  842400/842400      loop_light [8]
[15]     8.4    0.02    0.15  842400         check_no_shadow [15]
                0.06    0.08  842400/842400      intersect_self [16]
                0.00    0.00  842400/2525485     get_rayvec_light [37]
                0.00    0.00    1715/838681      in_the_way [35]
-----------------------------------------------
                0.06    0.08  842400/842400      check_no_shadow [15]
[16]     7.2    0.06    0.08  842400         intersect_self [16]
                0.02    0.02  836966/836966      get_specific_plane [25]
                0.01    0.01  836966/838681      in_the_way [35]
                0.00    0.01  842400/2106000     fill_list_intersection [27]
                0.00    0.00  842400/2106000     get_rayline_eq [38]
                0.00    0.00    5434/5434        get_specific_cylinder [42]
                0.00    0.00  842400/2106000     free_list [52]
-----------------------------------------------
                0.11    0.00 15174068/15174068     get_disc [10]
[17]     5.6    0.11    0.00 15174068         get_quadra_disc_equation [17]
-----------------------------------------------
                0.11    0.00 7587034/7587034     get_quadra_cylinder_equation [11]
[18]     5.6    0.11    0.00 7587034         get_quadra_b [18]
-----------------------------------------------
                0.02    0.01  421200/1263600     resolve_equation [5]
                0.04    0.02  842400/1263600     check_light_shadow [9]
[19]     4.9    0.06    0.04 1263600         get_plane [19]
                0.02    0.00 1258166/2105905     new_elem [30]
                0.01    0.00 1263600/2100566     get_quadra_plan_equation [32]
                0.01    0.00 1263600/2100566     solution_plan [36]
                0.00    0.00 1258166/2105905     list_add [53]
-----------------------------------------------
                0.00    0.00       1/15624762     get_screen_unit_hor_vect [50]
                0.00    0.00       1/15624762     get_screen_unit_vert_vect [51]
                0.00    0.00       8/15624762     normalize_vector [43]
                0.00    0.00  840685/15624762     loop_light [8]
                0.01    0.00 1677362/15624762     in_the_way [35]
                0.01    0.00 2232001/15624762     check_solution [23]
                0.05    0.00 10874704/15624762     one_solu_disc [13]
[20]     3.5    0.07    0.00 15624762         norm_of_vector [20]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [42]
                0.03    0.04 7581600/7587034     get_cylinder [6]
[21]     3.5    0.03    0.04 7587034         solution [21]
                0.03    0.00 1327843/1327843     two_solu [31]
                0.01    0.00 7587034/24861668     init_solution [28]
                0.00    0.00   10243/10243       one_solu [61]
-----------------------------------------------
                0.06    0.00 7587034/7587034     get_quadra_cylinder_equation [11]
[22]     3.0    0.06    0.00 7587034         fill_cy_eq_ray [22]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [42]
                0.04    0.02 7581600/7587034     get_cylinder [6]
[23]     2.9    0.04    0.02 7587034         check_solution [23]
                0.01    0.00 2232001/15624762     norm_of_vector [20]
                0.01    0.00 2232001/13106705     create_vector [26]
                0.00    0.00     166/166         copy_sol_two_in_one [63]
-----------------------------------------------
                0.05    0.00 7587034/7587034     get_quadra_cylinder_equation [11]
[24]     2.5    0.05    0.00 7587034         get_quadra_a [24]
-----------------------------------------------
                0.02    0.02  836966/836966      intersect_self [16]
[25]     2.3    0.02    0.02  836966         get_specific_plane [25]
                0.01    0.00  836966/2105905     new_elem [30]
                0.01    0.00  836966/2100566     get_quadra_plan_equation [32]
                0.00    0.00  836966/2100566     solution_plan [36]
                0.00    0.00  836966/2105905     list_add [53]
-----------------------------------------------
                0.01    0.00 2232001/13106705     check_solution [23]
                0.03    0.00 10874704/13106705     one_solu_disc [13]
[26]     2.0    0.04    0.00 13106705         create_vector [26]
-----------------------------------------------
                0.00    0.01  421200/2106000     resolve_equation [5]
                0.00    0.01  842400/2106000     intersect_self [16]
                0.00    0.01  842400/2106000     check_light_shadow [9]
[27]     2.0    0.01    0.03 2106000         fill_list_intersection [27]
                0.03    0.00 2109944/2109944     is_closer [29]
                0.00    0.00 1263122/1263122     fill_disp_point [55]
-----------------------------------------------
                0.00    0.00 2100566/24861668     solution_plan [36]
                0.01    0.00 7587034/24861668     solution [21]
                0.02    0.00 15174068/24861668     solution_disc [12]
[28]     1.5    0.03    0.00 24861668         init_solution [28]
-----------------------------------------------
                0.03    0.00 2109944/2109944     fill_list_intersection [27]
[29]     1.5    0.03    0.00 2109944         is_closer [29]
-----------------------------------------------
                0.00    0.00     468/2105905     get_disc [10]
                0.00    0.00   10305/2105905     get_cylinder [6]
                0.01    0.00  836966/2105905     get_specific_plane [25]
                0.02    0.00 1258166/2105905     get_plane [19]
[30]     1.5    0.03    0.00 2105905         new_elem [30]
-----------------------------------------------
                0.03    0.00 1327843/1327843     solution [21]
[31]     1.5    0.03    0.00 1327843         two_solu [31]
                0.00    0.00  426047/426047      copy_solu_two_in_one [57]
-----------------------------------------------
                0.01    0.00  836966/2100566     get_specific_plane [25]
                0.01    0.00 1263600/2100566     get_plane [19]
[32]     1.0    0.02    0.00 2100566         get_quadra_plan_equation [32]
-----------------------------------------------
                0.02    0.00  421200/421200      resolve_equation [5]
[33]     1.0    0.02    0.00  421200         img_pixel_put [33]
-----------------------------------------------
                                                 <spontaneous>
[34]     1.0    0.02    0.00                 _init [34]
-----------------------------------------------
                0.00    0.00    1715/838681      check_no_shadow [15]
                0.01    0.01  836966/838681      intersect_self [16]
[35]     0.9    0.01    0.01  838681         in_the_way [35]
                0.01    0.00 1677362/15624762     norm_of_vector [20]
-----------------------------------------------
                0.00    0.00  836966/2100566     get_specific_plane [25]
                0.01    0.00 1263600/2100566     get_plane [19]
[36]     0.6    0.01    0.00 2100566         solution_plan [36]
                0.00    0.00 2100566/24861668     init_solution [28]
                0.00    0.00 2100566/2100566     one_solu_plan [54]
-----------------------------------------------
                0.00    0.00  840685/2525485     loop_light [8]
                0.00    0.00  842400/2525485     check_light_shadow [9]
                0.00    0.00  842400/2525485     check_no_shadow [15]
[37]     0.5    0.01    0.00 2525485         get_rayvec_light [37]
-----------------------------------------------
                0.00    0.00  421200/2106000     resolve_equation [5]
                0.00    0.00  842400/2106000     intersect_self [16]
                0.00    0.00  842400/2106000     check_light_shadow [9]
[38]     0.5    0.01    0.00 2106000         get_rayline_eq [38]
-----------------------------------------------
                0.00    0.00  421200/1263600     resolve_equation [5]
                0.01    0.00  842400/1263600     check_light_shadow [9]
[39]     0.5    0.01    0.00 1263600         get_sphere [39]
-----------------------------------------------
                0.01    0.00  842400/842400      loop_line [3]
[40]     0.5    0.01    0.00  842400         multp [40]
-----------------------------------------------
                0.01    0.00  840685/840685      loop_light [8]
[41]     0.5    0.01    0.00  840685         compute_rgb [41]
-----------------------------------------------
                0.00    0.00    5434/5434        intersect_self [16]
[42]     0.0    0.00    0.00    5434         get_specific_cylinder [42]
                0.00    0.00    5434/7587034     get_disc [10]
                0.00    0.00    5434/7587034     get_quadra_cylinder_equation [11]
                0.00    0.00    5434/7587034     solution [21]
                0.00    0.00    5434/7587034     check_solution [23]
-----------------------------------------------
                0.00    0.00       1/8           get_screen_unit_hor_vect [50]
                0.00    0.00       1/8           get_screen_unit_vert_vect [51]
                0.00    0.00       6/8           fill_disc_info [45]
[43]     0.0    0.00    0.00       8         normalize_vector [43]
                0.00    0.00       8/15624762     norm_of_vector [20]
-----------------------------------------------
                0.00    0.00       6/6           build_cylinder [46]
[44]     0.0    0.00    0.00       6         fill_cylinder [44]
                0.00    0.00       6/6           fill_disc_info [45]
                0.00    0.00      12/113         convert_to_float [64]
                0.00    0.00       6/10          convert_to_xyz [86]
                0.00    0.00       6/8           convert_to_orientation [90]
                0.00    0.00       6/10          convert_to_rgb [85]
-----------------------------------------------
                0.00    0.00       6/6           fill_cylinder [44]
[45]     0.0    0.00    0.00       6         fill_disc_info [45]
                0.00    0.00       6/8           normalize_vector [43]
-----------------------------------------------
                0.00    0.00       1/1           fill_each_struct [47]
[46]     0.0    0.00    0.00       1         build_cylinder [46]
                0.00    0.00       6/6           fill_cylinder [44]
                0.00    0.00      11/110         match_obj [67]
                0.00    0.00       1/4           count_obj [96]
-----------------------------------------------
                0.00    0.00       1/1           fill_structs [48]
[47]     0.0    0.00    0.00       1         fill_each_struct [47]
                0.00    0.00       1/1           build_cylinder [46]
                0.00    0.00       1/1           build_ambient_light [100]
                0.00    0.00       1/1           build_camera [101]
                0.00    0.00       1/1           build_light [102]
                0.00    0.00       1/1           build_sphere [104]
                0.00    0.00       1/1           build_plane [103]
-----------------------------------------------
                0.00    0.00       1/1           main [49]
[48]     0.0    0.00    0.00       1         fill_structs [48]
                0.00    0.00       1/1           fill_each_struct [47]
                0.00    0.00       1/1           create_triple_arr [112]
                0.00    0.00       1/1           free_triple_arr [119]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.0    0.00    0.00                 main [49]
                0.00    0.00       1/1           fill_structs [48]
                0.00    0.00       1/1           parsing [130]
                0.00    0.00       1/1           window [132]
-----------------------------------------------
                0.00    0.00       1/1           render_window [1]
[50]     0.0    0.00    0.00       1         get_screen_unit_hor_vect [50]
                0.00    0.00       1/15624762     norm_of_vector [20]
                0.00    0.00       1/8           normalize_vector [43]
-----------------------------------------------
                0.00    0.00       1/1           render_window [1]
[51]     0.0    0.00    0.00       1         get_screen_unit_vert_vect [51]
                0.00    0.00       1/15624762     norm_of_vector [20]
                0.00    0.00       1/8           normalize_vector [43]
-----------------------------------------------
                0.00    0.00  421200/2106000     resolve_equation [5]
                0.00    0.00  842400/2106000     intersect_self [16]
                0.00    0.00  842400/2106000     loop_light [8]
[52]     0.0    0.00    0.00 2106000         free_list [52]
-----------------------------------------------
                0.00    0.00     468/2105905     get_disc [10]
                0.00    0.00   10305/2105905     get_cylinder [6]
                0.00    0.00  836966/2105905     get_specific_plane [25]
                0.00    0.00 1258166/2105905     get_plane [19]
[53]     0.0    0.00    0.00 2105905         list_add [53]
-----------------------------------------------
                0.00    0.00 2100566/2100566     solution_plan [36]
[54]     0.0    0.00    0.00 2100566         one_solu_plan [54]
-----------------------------------------------
                0.00    0.00 1263122/1263122     fill_list_intersection [27]
[55]     0.0    0.00    0.00 1263122         fill_disp_point [55]
-----------------------------------------------
                0.00    0.00  842400/842400      loop_line [3]
[56]     0.0    0.00    0.00  842400         get_opposite_vector [56]
-----------------------------------------------
                0.00    0.00  426047/426047      two_solu [31]
[57]     0.0    0.00    0.00  426047         copy_solu_two_in_one [57]
-----------------------------------------------
                0.00    0.00  421200/421200      get_pixel_color [7]
[58]     0.0    0.00    0.00  421200         ambient_light_quo [58]
-----------------------------------------------
                0.00    0.00  421200/421200      get_pixel_color [7]
[59]     0.0    0.00    0.00  421200         create_color [59]
-----------------------------------------------
                0.00    0.00  421200/421200      loop_line [3]
[60]     0.0    0.00    0.00  421200         get_vector [60]
-----------------------------------------------
                0.00    0.00   10243/10243       solution [21]
[61]     0.0    0.00    0.00   10243         one_solu [61]
-----------------------------------------------
                0.00    0.00     884/1878        ft_less_line [75]
                0.00    0.00     994/1878        ft_count_word [74]
[62]     0.0    0.00    0.00    1878         ft_is_space [62]
-----------------------------------------------
                0.00    0.00     166/166         check_solution [23]
[63]     0.0    0.00    0.00     166         copy_sol_two_in_one [63]
-----------------------------------------------
                0.00    0.00       1/113         check_ambient [106]
                0.00    0.00       1/113         fill_ambient_light [113]
                0.00    0.00       2/113         check_light [98]
                0.00    0.00       2/113         fill_light [99]
                0.00    0.00      12/113         convert_to_float_check_value [78]
                0.00    0.00      12/113         fill_cylinder [44]
                0.00    0.00      24/113         loop_check_coord_dir [92]
                0.00    0.00      29/113         loop_check_coord [87]
                0.00    0.00      30/113         convert_to_xyz [86]
[64]     0.0    0.00    0.00     113         convert_to_float [64]
                0.00    0.00     113/113         remove_dot [65]
-----------------------------------------------
                0.00    0.00     113/113         convert_to_float [64]
[65]     0.0    0.00    0.00     113         remove_dot [65]
-----------------------------------------------
                0.00    0.00     110/110         ft_less_line [75]
[66]     0.0    0.00    0.00     110         ft_strndup [66]
-----------------------------------------------
                0.00    0.00      11/110         build_plane [103]
                0.00    0.00      11/110         build_cylinder [46]
                0.00    0.00      11/110         build_sphere [104]
                0.00    0.00      11/110         build_camera [101]
                0.00    0.00      11/110         build_ambient_light [100]
                0.00    0.00      11/110         build_light [102]
                0.00    0.00      44/110         count_obj [96]
[67]     0.0    0.00    0.00     110         match_obj [67]
-----------------------------------------------
                0.00    0.00      24/53          loop_check_coord_dir [92]
                0.00    0.00      29/53          loop_check_coord [87]
[68]     0.0    0.00    0.00      53         brows_line [68]
                0.00    0.00      53/53          check_int_max [69]
-----------------------------------------------
                0.00    0.00      53/53          brows_line [68]
[69]     0.0    0.00    0.00      53         check_int_max [69]
-----------------------------------------------
                0.00    0.00       1/40          create_triple_arr [112]
                0.00    0.00       8/40          convert_to_orientation [90]
                0.00    0.00      10/40          convert_to_rgb [85]
                0.00    0.00      10/40          convert_to_xyz [86]
                0.00    0.00      11/40          free_triple_arr [119]
[70]     0.0    0.00    0.00      40         free_double_arr [70]
-----------------------------------------------
                0.00    0.00      30/30          loop_check_rgb [88]
[71]     0.0    0.00    0.00      30         brows_line [71]
-----------------------------------------------
                0.00    0.00      24/24          convert_to_vect_float [91]
[72]     0.0    0.00    0.00      24         convert_to_float_bis [72]
                0.00    0.00      24/24          remove_dot [73]
-----------------------------------------------
                0.00    0.00      24/24          convert_to_float_bis [72]
[73]     0.0    0.00    0.00      24         remove_dot [73]
-----------------------------------------------
                0.00    0.00      22/22          split_func_condition [76]
[74]     0.0    0.00    0.00      22         ft_count_word [74]
                0.00    0.00     994/1878        ft_is_space [62]
-----------------------------------------------
                0.00    0.00      22/22          split_func_condition [76]
[75]     0.0    0.00    0.00      22         ft_less_line [75]
                0.00    0.00     884/1878        ft_is_space [62]
                0.00    0.00     110/110         ft_strndup [66]
-----------------------------------------------
                0.00    0.00      11/22          check_line [81]
                0.00    0.00      11/22          create_triple_arr [112]
[76]     0.0    0.00    0.00      22         split_func_condition [76]
                0.00    0.00      22/22          ft_count_word [74]
                0.00    0.00      22/22          ft_less_line [75]
-----------------------------------------------
                0.00    0.00      12/12          conditional_sequence [95]
[77]     0.0    0.00    0.00      12         check_float_construction [77]
                0.00    0.00      12/12          loop_on_number [79]
-----------------------------------------------
                0.00    0.00      12/12          conditional_sequence [95]
[78]     0.0    0.00    0.00      12         convert_to_float_check_value [78]
                0.00    0.00      12/113         convert_to_float [64]
-----------------------------------------------
                0.00    0.00      12/12          check_float_construction [77]
[79]     0.0    0.00    0.00      12         loop_on_number [79]
-----------------------------------------------
                0.00    0.00      11/11          check_line [81]
[80]     0.0    0.00    0.00      11         brows_arr_function [80]
                0.00    0.00       6/6           check_cylinder [94]
                0.00    0.00       2/2           check_light [98]
                0.00    0.00       1/1           check_plane [110]
                0.00    0.00       1/1           check_camera [107]
                0.00    0.00       1/1           check_ambient [106]
-----------------------------------------------
                0.00    0.00      11/11          line_nb [127]
[81]     0.0    0.00    0.00      11         check_line [81]
                0.00    0.00      11/22          split_func_condition [76]
                0.00    0.00      11/11          brows_arr_function [80]
                0.00    0.00      11/11          free_split_return_false [82]
-----------------------------------------------
                0.00    0.00      11/11          check_line [81]
