Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      9.75     0.00        1     0.00     0.00  fill_ambient_light
  0.00      9.75     0.00        1     0.00     0.00  fill_camera
  0.00      9.75     0.00        1     0.00     0.00  fill_each_struct
  0.00      9.75     0.00        1     0.00     0.00  fill_lines
  0.00      9.75     0.00        1     0.00     0.00  fill_plane
  0.00      9.75     0.00        1     0.00     0.00  fill_structs
  0.00      9.75     0.00        1     0.00     0.00  free_array_function
  0.00      9.75     0.00        1     0.00     0.00  free_objs
  0.00      9.75     0.00        1     0.00     0.00  free_triple_arr
  0.00      9.75     0.00        1     0.00     0.00  get_line_nb_checking_line
  0.00      9.75     0.00        1     0.00     0.00  hook_press
  0.00      9.75     0.00        1     0.00     0.00  init_all_elem
  0.00      9.75     0.00        1     0.00     0.00  init_build_light
  0.00      9.75     0.00        1     0.00     0.00  line_nb
  0.00      9.75     0.00        1     0.00     0.00  loop_attribute_func
  0.00      9.75     0.00        1     0.00     0.00  open_and_store
  0.00      9.75     0.00        1     0.00     0.00  parsing
  0.00      9.75     0.00        1     0.00     0.00  setup_array_function
  0.00      9.75     0.00        1     0.00     0.00  window

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.10% of 9.75 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     97.8    0.02    9.52                 mlx_loop [1]
                0.06    9.46  858272/858272      render_window [2]
                0.00    0.00       1/1           hook_press [119]
-----------------------------------------------
                0.06    9.46  858272/858272      mlx_loop [1]
[2]     97.6    0.06    9.46  858272         render_window [2]
                0.00    9.34  858272/858272      loop_rendering [3]
                0.02    0.02  858272/858272      get_screen_unit_hor_vect [26]
                0.02    0.02  858272/858272      get_screen_unit_vert_vect [27]
                0.03    0.00  858272/858272      get_vec_horizontal [31]
                0.01    0.00  858272/858272      get_up_left [40]
                0.00    0.00  858272/858272      get_vec_vertical [50]
-----------------------------------------------
                0.00    9.34  858272/858272      render_window [2]
[3]     95.8    0.00    9.34  858272         loop_rendering [3]
                0.00    9.34     540/540         loop_line [4]
-----------------------------------------------
                0.00    9.34     540/540         loop_rendering [3]
[4]     95.8    0.00    9.34     540         loop_line [4]
                0.02    9.31  421200/421200      resolve_equation [5]
                0.01    0.00  842400/842400      get_opposite_vector [41]
                0.00    0.00  842400/842400      multp [51]
                0.00    0.00  421200/421200      get_vector [53]
-----------------------------------------------
                0.02    9.31  421200/421200      loop_line [4]
[5]     95.7    0.02    9.31  421200         resolve_equation [5]
                0.00    6.28  421200/421200      get_pixel_color [8]
                0.05    2.94  421200/1263600     get_cylinder [6]
                0.02    0.01  421200/1263600     get_plane [22]
                0.00    0.00  421200/2106000     fill_list_intersection [32]
                0.00    0.00  421200/2106000     get_rayline_eq [37]
                0.00    0.00  421200/2106000     free_list [36]
                0.00    0.00  421200/1263600     get_sphere [49]
                0.00    0.00  421200/421200      img_pixel_put [54]
-----------------------------------------------
                0.05    2.94  421200/1263600     resolve_equation [5]
                0.10    5.88  842400/1263600     check_light_shadow [10]
[6]     92.0    0.15    8.82 1263600         get_cylinder [6]
                1.43    6.43 7581600/7581600     get_disc [7]
                0.80    0.00 7581600/7587034     get_quadra_cylinder_equation [16]
                0.05    0.04 7581600/7587034     solution [23]
                0.06    0.02 7581600/7587034     check_solution [24]
                0.00    0.00    9394/2124278     new_elem [30]
                0.00    0.00    9394/2124278     list_add [47]
-----------------------------------------------
                1.43    6.43 7581600/7581600     get_cylinder [6]
[7]     80.6    1.43    6.43 7581600         get_disc [7]
                2.31    1.54 90979200/90990068     get_quadra_disc_equation [11]
                0.46    2.12 90979200/90990068     solution_disc [12]
                0.00    0.00   19752/2124278     new_elem [30]
                0.00    0.00   19752/2124278     list_add [47]
-----------------------------------------------
                0.00    6.28  421200/421200      resolve_equation [5]
[8]     64.4    0.00    6.28  421200         get_pixel_color [8]
                0.00    6.26  421200/421200      loop_light [9]
                0.01    0.00  421200/421200      ambient_light_quo [43]
                0.01    0.00  421200/421200      create_color [44]
-----------------------------------------------
                0.00    6.26  421200/421200      get_pixel_color [8]
[9]     64.2    0.00    6.26  421200         loop_light [9]
                0.02    6.07  842400/842400      check_light_shadow [10]
                0.02    0.12  842400/842400      check_no_shadow [20]
                0.01    0.00  840704/840704      compute_rgb [42]
                0.01    0.00  840704/2525504     get_rayvec_light [29]
                0.00    0.00  840704/169445864     norm_of_vector [15]
                0.00    0.00  842400/2106000     free_list [36]
-----------------------------------------------
                0.02    6.07  842400/842400      loop_light [9]
[10]    62.5    0.02    6.07  842400         check_light_shadow [10]
                0.10    5.88  842400/1263600     get_cylinder [6]
                0.04    0.03  842400/1263600     get_plane [22]
                0.01    0.00  842400/2525504     get_rayvec_light [29]
                0.00    0.00  842400/2106000     fill_list_intersection [32]
                0.00    0.00  842400/2106000     get_rayline_eq [37]
                0.00    0.00  842400/1263600     get_sphere [49]
-----------------------------------------------
                0.00    0.00   10868/90990068     get_specific_disc [46]
                2.31    1.54 90979200/90990068     get_disc [7]
[11]    39.5    2.31    1.54 90990068         get_quadra_disc_equation [11]
                1.09    0.45 90990068/92706612     normalize_vector [14]
-----------------------------------------------
                0.00    0.00   10868/90990068     get_specific_disc [46]
                0.46    2.12 90979200/90990068     get_disc [7]
[12]    26.5    0.46    2.12 90990068         solution_disc [12]
                1.32    0.62 90949096/90949096     one_solu_disc [13]
                0.18    0.00 90990068/100677668     init_solution [19]
-----------------------------------------------
                1.32    0.62 90949096/90949096     solution_disc [12]
[13]    19.9    1.32    0.62 90949096         one_solu_disc [13]
                0.35    0.00 70273590/169445864     norm_of_vector [15]
                0.27    0.00 70273590/72504680     create_vector [17]
-----------------------------------------------
                0.01    0.00  858272/92706612     get_screen_unit_hor_vect [26]
                0.01    0.00  858272/92706612     get_screen_unit_vert_vect [27]
                1.09    0.45 90990068/92706612     get_quadra_disc_equation [11]
[14]    16.1    1.11    0.46 92706612         normalize_vector [14]
                0.46    0.00 92706612/169445864     norm_of_vector [15]
-----------------------------------------------
                0.00    0.00  840704/169445864     loop_light [9]
                0.00    0.00  858272/169445864     get_screen_unit_hor_vect [26]
                0.00    0.00  858272/169445864     get_screen_unit_vert_vect [27]
                0.01    0.00 1677324/169445864     in_the_way [34]
                0.01    0.00 2231090/169445864     check_solution [24]
                0.35    0.00 70273590/169445864     one_solu_disc [13]
                0.46    0.00 92706612/169445864     normalize_vector [14]
[15]     8.6    0.84    0.00 169445864         norm_of_vector [15]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [45]
                0.80    0.00 7581600/7587034     get_cylinder [6]
[16]     8.2    0.80    0.00 7587034         get_quadra_cylinder_equation [16]
-----------------------------------------------
                0.01    0.00 2231090/72504680     check_solution [24]
                0.27    0.00 70273590/72504680     one_solu_disc [13]
[17]     2.9    0.28    0.00 72504680         create_vector [17]
-----------------------------------------------
                                                 <spontaneous>
[18]     2.2    0.21    0.00                 _init [18]
-----------------------------------------------
                0.00    0.00 2100566/100677668     solution_plan [28]
                0.02    0.00 7587034/100677668     solution [23]
                0.18    0.00 90990068/100677668     solution_disc [12]
[19]     2.1    0.20    0.00 100677668         init_solution [19]
-----------------------------------------------
                0.02    0.12  842400/842400      loop_light [9]
[20]     1.4    0.02    0.12  842400         check_no_shadow [20]
                0.03    0.08  842400/842400      intersect_self [21]
                0.01    0.00  842400/2525504     get_rayvec_light [29]
                0.00    0.00    1696/838662      in_the_way [34]
-----------------------------------------------
                0.03    0.08  842400/842400      check_no_shadow [20]
[21]     1.1    0.03    0.08  842400         intersect_self [21]
                0.01    0.03  836966/836966      get_specific_plane [25]
                0.01    0.01  836966/838662      in_the_way [34]
                0.00    0.00  842400/2106000     fill_list_intersection [32]
                0.00    0.00  842400/2106000     get_rayline_eq [37]
                0.00    0.00  842400/2106000     free_list [36]
                0.00    0.00    5434/5434        get_specific_cylinder [45]
-----------------------------------------------
                0.02    0.01  421200/1263600     resolve_equation [5]
                0.04    0.03  842400/1263600     check_light_shadow [10]
[22]     1.1    0.06    0.04 1263600         get_plane [22]
                0.01    0.01 1263600/2100566     solution_plan [28]
                0.02    0.00 1258166/2124278     new_elem [30]
                0.01    0.00 1263600/2100566     get_quadra_plan_equation [38]
                0.00    0.00 1258166/2124278     list_add [47]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [45]
                0.05    0.04 7581600/7587034     get_cylinder [6]
[23]     0.9    0.05    0.04 7587034         solution [23]
                0.02    0.00 1327093/1327093     two_solu [33]
                0.02    0.00 7587034/100677668     init_solution [19]
                0.00    0.00   10213/10213       one_solu [55]
-----------------------------------------------
                0.00    0.00    5434/7587034     get_specific_cylinder [45]
                0.06    0.02 7581600/7587034     get_cylinder [6]
[24]     0.8    0.06    0.02 7587034         check_solution [24]
                0.01    0.00 2231090/169445864     norm_of_vector [15]
                0.01    0.00 2231090/72504680     create_vector [17]
                0.00    0.00     166/166         copy_sol_two_in_one [57]
-----------------------------------------------
                0.01    0.03  836966/836966      intersect_self [21]
[25]     0.4    0.01    0.03  836966         get_specific_plane [25]
                0.01    0.01  836966/2100566     solution_plan [28]
                0.01    0.00  836966/2124278     new_elem [30]
                0.00    0.00  836966/2100566     get_quadra_plan_equation [38]
                0.00    0.00  836966/2124278     list_add [47]
-----------------------------------------------
                0.02    0.02  858272/858272      render_window [2]
[26]     0.4    0.02    0.02  858272         get_screen_unit_hor_vect [26]
                0.01    0.00  858272/92706612     normalize_vector [14]
                0.00    0.00  858272/169445864     norm_of_vector [15]
-----------------------------------------------
                0.02    0.02  858272/858272      render_window [2]
[27]     0.4    0.02    0.02  858272         get_screen_unit_vert_vect [27]
                0.01    0.00  858272/92706612     normalize_vector [14]
                0.00    0.00  858272/169445864     norm_of_vector [15]
-----------------------------------------------
                0.01    0.01  836966/2100566     get_specific_plane [25]
                0.01    0.01 1263600/2100566     get_plane [22]
[28]     0.4    0.02    0.01 2100566         solution_plan [28]
                0.01    0.00 2100566/2100566     one_solu_plan [39]
                0.00    0.00 2100566/100677668     init_solution [19]
-----------------------------------------------
                0.01    0.00  840704/2525504     loop_light [9]
                0.01    0.00  842400/2525504     check_light_shadow [10]
                0.01    0.00  842400/2525504     check_no_shadow [20]
[29]     0.3    0.03    0.00 2525504         get_rayvec_light [29]
-----------------------------------------------
                0.00    0.00    9394/2124278     get_cylinder [6]
                0.00    0.00   19752/2124278     get_disc [7]
                0.01    0.00  836966/2124278     get_specific_plane [25]
                0.02    0.00 1258166/2124278     get_plane [22]
[30]     0.3    0.03    0.00 2124278         new_elem [30]
-----------------------------------------------
                0.03    0.00  858272/858272      render_window [2]
[31]     0.3    0.03    0.00  858272         get_vec_horizontal [31]
-----------------------------------------------
                0.00    0.00  421200/2106000     resolve_equation [5]
                0.00    0.00  842400/2106000     intersect_self [21]
                0.00    0.00  842400/2106000     check_light_shadow [10]
[32]     0.2    0.01    0.01 2106000         fill_list_intersection [32]
                0.01    0.00 2128317/2128317     is_closer [35]
                0.00    0.00 1263929/1263929     fill_disp_point [48]
-----------------------------------------------
                0.02    0.00 1327093/1327093     solution [23]
[33]     0.2    0.02    0.00 1327093         two_solu [33]
                0.00    0.00  426837/426837      copy_solu_two_in_one [52]
-----------------------------------------------
                0.00    0.00    1696/838662      check_no_shadow [20]
                0.01    0.01  836966/838662      intersect_self [21]
[34]     0.2    0.01    0.01  838662         in_the_way [34]
                0.01    0.00 1677324/169445864     norm_of_vector [15]
-----------------------------------------------
                0.01    0.00 2128317/2128317     fill_list_intersection [32]
[35]     0.1    0.01    0.00 2128317         is_closer [35]
-----------------------------------------------
                0.00    0.00  421200/2106000     resolve_equation [5]
                0.00    0.00  842400/2106000     intersect_self [21]
                0.00    0.00  842400/2106000     loop_light [9]
[36]     0.1    0.01    0.00 2106000         free_list [36]
-----------------------------------------------
                0.00    0.00  421200/2106000     resolve_equation [5]
                0.00    0.00  842400/2106000     intersect_self [21]
                0.00    0.00  842400/2106000     check_light_shadow [10]
[37]     0.1    0.01    0.00 2106000         get_rayline_eq [37]
-----------------------------------------------
                0.00    0.00  836966/2100566     get_specific_plane [25]
                0.01    0.00 1263600/2100566     get_plane [22]
[38]     0.1    0.01    0.00 2100566         get_quadra_plan_equation [38]
-----------------------------------------------
                0.01    0.00 2100566/2100566     solution_plan [28]
[39]     0.1    0.01    0.00 2100566         one_solu_plan [39]
-----------------------------------------------
                0.01    0.00  858272/858272      render_window [2]
[40]     0.1    0.01    0.00  858272         get_up_left [40]
-----------------------------------------------
                0.01    0.00  842400/842400      loop_line [4]
[41]     0.1    0.01    0.00  842400         get_opposite_vector [41]
-----------------------------------------------
                0.01    0.00  840704/840704      loop_light [9]
[42]     0.1    0.01    0.00  840704         compute_rgb [42]
-----------------------------------------------
                0.01    0.00  421200/421200      get_pixel_color [8]
[43]     0.1    0.01    0.00  421200         ambient_light_quo [43]
-----------------------------------------------
                0.01    0.00  421200/421200      get_pixel_color [8]
[44]     0.1    0.01    0.00  421200         create_color [44]
-----------------------------------------------
                0.00    0.00    5434/5434        intersect_self [21]
[45]     0.0    0.00    0.00    5434         get_specific_cylinder [45]
                0.00    0.00    5434/5434        get_specific_disc [46]
                0.00    0.00    5434/7587034     get_quadra_cylinder_equation [16]
                0.00    0.00    5434/7587034     solution [23]
                0.00    0.00    5434/7587034     check_solution [24]
-----------------------------------------------
                0.00    0.00    5434/5434        get_specific_cylinder [45]
[46]     0.0    0.00    0.00    5434         get_specific_disc [46]
                0.00    0.00   10868/90990068     get_quadra_disc_equation [11]
                0.00    0.00   10868/90990068     solution_disc [12]
-----------------------------------------------
                0.00    0.00    9394/2124278     get_cylinder [6]
                0.00    0.00   19752/2124278     get_disc [7]
                0.00    0.00  836966/2124278     get_specific_plane [25]
                0.00    0.00 1258166/2124278     get_plane [22]
[47]     0.0    0.00    0.00 2124278         list_add [47]
-----------------------------------------------
                0.00    0.00 1263929/1263929     fill_list_intersection [32]
[48]     0.0    0.00    0.00 1263929         fill_disp_point [48]
-----------------------------------------------
                0.00    0.00  421200/1263600     resolve_equation [5]
                0.00    0.00  842400/1263600     check_light_shadow [10]
[49]     0.0    0.00    0.00 1263600         get_sphere [49]
-----------------------------------------------
                0.00    0.00  858272/858272      render_window [2]
[50]     0.0    0.00    0.00  858272         get_vec_vertical [50]
-----------------------------------------------
                0.00    0.00  842400/842400      loop_line [4]
[51]     0.0    0.00    0.00  842400         multp [51]
-----------------------------------------------
                0.00    0.00  426837/426837      two_solu [33]
[52]     0.0    0.00    0.00  426837         copy_solu_two_in_one [52]
-----------------------------------------------
                0.00    0.00  421200/421200      loop_line [4]
[53]     0.0    0.00    0.00  421200         get_vector [53]
-----------------------------------------------
                0.00    0.00  421200/421200      resolve_equation [5]
[54]     0.0    0.00    0.00  421200         img_pixel_put [54]
-----------------------------------------------
                0.00    0.00   10213/10213       solution [23]
[55]     0.0    0.00    0.00   10213         one_solu [55]
-----------------------------------------------
                0.00    0.00     884/1878        ft_less_line [69]
                0.00    0.00     994/1878        ft_count_word [68]
[56]     0.0    0.00    0.00    1878         ft_is_space [56]
-----------------------------------------------
                0.00    0.00     166/166         check_solution [24]
[57]     0.0    0.00    0.00     166         copy_sol_two_in_one [57]
-----------------------------------------------
                0.00    0.00       1/113         check_ambient [102]
                0.00    0.00       1/113         fill_ambient_light [109]
                0.00    0.00       2/113         check_light [93]
                0.00    0.00       2/113         fill_light [94]
                0.00    0.00      12/113         convert_to_float_check_value [72]
                0.00    0.00      12/113         fill_cylinder [90]
                0.00    0.00      24/113         loop_check_coord_dir [86]
                0.00    0.00      29/113         loop_check_coord [81]
                0.00    0.00      30/113         convert_to_xyz [80]
[58]     0.0    0.00    0.00     113         convert_to_float [58]
                0.00    0.00     113/113         remove_dot [59]
-----------------------------------------------
                0.00    0.00     113/113         convert_to_float [58]
[59]     0.0    0.00    0.00     113         remove_dot [59]
-----------------------------------------------
                0.00    0.00     110/110         ft_less_line [69]
[60]     0.0    0.00    0.00     110         ft_strndup [60]
-----------------------------------------------
                0.00    0.00      11/110         build_plane [99]
                0.00    0.00      11/110         build_cylinder [97]
                0.00    0.00      11/110         build_sphere [100]
                0.00    0.00      11/110         build_camera [96]
                0.00    0.00      11/110         build_ambient_light [95]
                0.00    0.00      11/110         build_light [98]
                0.00    0.00      44/110         count_obj [91]
[61]     0.0    0.00    0.00     110         match_obj [61]
-----------------------------------------------
                0.00    0.00      24/53          loop_check_coord_dir [86]
                0.00    0.00      29/53          loop_check_coord [81]
[62]     0.0    0.00    0.00      53         brows_line [62]
                0.00    0.00      53/53          check_int_max [63]
-----------------------------------------------
                0.00    0.00      53/53          brows_line [62]
[63]     0.0    0.00    0.00      53         check_int_max [63]
-----------------------------------------------
                0.00    0.00       1/40          create_triple_arr [108]
                0.00    0.00       8/40          convert_to_orientation [84]
                0.00    0.00      10/40          convert_to_rgb [79]
                0.00    0.00      10/40          convert_to_xyz [80]
                0.00    0.00      11/40          free_triple_arr [117]
[64]     0.0    0.00    0.00      40         free_double_arr [64]
-----------------------------------------------
                0.00    0.00      30/30          loop_check_rgb [82]
[65]     0.0    0.00    0.00      30         brows_line [65]
-----------------------------------------------
                0.00    0.00      24/24          convert_to_vect_float [85]
[66]     0.0    0.00    0.00      24         convert_to_float_bis [66]
                0.00    0.00      24/24          remove_dot [67]
-----------------------------------------------
                0.00    0.00      24/24          convert_to_float_bis [66]
[67]     0.0    0.00    0.00      24         remove_dot [67]
-----------------------------------------------
                0.00    0.00      22/22          split_func_condition [70]
[68]     0.0    0.00    0.00      22         ft_count_word [68]
                0.00    0.00     994/1878        ft_is_space [56]
-----------------------------------------------
                0.00    0.00      22/22          split_func_condition [70]
[69]     0.0    0.00    0.00      22         ft_less_line [69]
                0.00    0.00     884/1878        ft_is_space [56]
                0.00    0.00     110/110         ft_strndup [60]
-----------------------------------------------
                0.00    0.00      11/22          check_line [75]
                0.00    0.00      11/22          create_triple_arr [108]
[70]     0.0    0.00    0.00      22         split_func_condition [70]
                0.00    0.00      22/22          ft_count_word [68]
                0.00    0.00      22/22          ft_less_line [69]
-----------------------------------------------
                0.00    0.00      12/12          conditional_sequence [89]
[71]     0.0    0.00    0.00      12         check_float_construction [71]
                0.00    0.00      12/12          loop_on_number [73]
-----------------------------------------------
                0.00    0.00      12/12          conditional_sequence [89]
[72]     0.0    0.00    0.00      12         convert_to_float_check_value [72]
                0.00    0.00      12/113         convert_to_float [58]
-----------------------------------------------
                0.00    0.00      12/12          check_float_construction [71]
[73]     0.0    0.00    0.00      12         loop_on_number [73]
-----------------------------------------------
                0.00    0.00      11/11          check_line [75]
[74]     0.0    0.00    0.00      11         brows_arr_function [74]
                0.00    0.00       6/6           check_cylinder [88]
                0.00    0.00       2/2           check_light [93]
                0.00    0.00       1/1           check_plane [106]
                0.00    0.00       1/1           check_camera [103]
                0.00    0.00       1/1           check_ambient [102]
-----------------------------------------------
                0.00    0.00      11/11          line_nb [122]
[75]     0.0    0.00    0.00      11         check_line [75]
                0.00    0.00      11/22          split_func_condition [70]
                0.00    0.00      11/11          brows_arr_function [74]
                0.00    0.00      11/11          free_split_return_false [76]
-----------------------------------------------
                0.00    0.00      11/11          check_line [75]
[76]     0.0    0.00    0.00      11         free_split_return_false [76]
-----------------------------------------------
                0.00    0.00       1/10          check_camera [103]
                0.00    0.00       1/10          check_plane [106]
                0.00    0.00       2/10          check_light [93]
                0.00    0.00       6/10          conditional_sequence [89]
[77]     0.0    0.00    0.00      10         check_coordinate [77]
                0.00    0.00      10/10          loop_check_coord [81]
-----------------------------------------------
                0.00    0.00       1/10          check_ambient [102]
                0.00    0.00       1/10          check_plane [106]
                0.00    0.00       2/10          check_light [93]
                0.00    0.00       6/10          conditional_sequence [89]
[78]     0.0    0.00    0.00      10         check_rgb [78]
                0.00    0.00      10/10          loop_check_rgb [82]
-----------------------------------------------
                0.00    0.00       1/10          fill_ambient_light [109]
                0.00    0.00       1/10          fill_plane [113]
                0.00    0.00       2/10          fill_light [94]
                0.00    0.00       6/10          fill_cylinder [90]
[79]     0.0    0.00    0.00      10         convert_to_rgb [79]
                0.00    0.00      10/40          free_double_arr [64]
-----------------------------------------------
                0.00    0.00       1/10          fill_camera [110]
                0.00    0.00       1/10          fill_plane [113]
